id,question,answers,best_answer,best_answer_index
1Γ-2025-20250621-5-23,Ποια από τις παρακάτω δεξιότητες ΔΕΝ συμπεριλαμβάνεται στο Ενιαίο Πλαίσιο Δεξιοτήτων της δημόσιας διοίκησης σύμφωνα με τον ν. 4940/2022;,"Α. ""Προσανατολισμός στον πολίτη""

Β. ""Προσανατολισμός στο αποτέλεσμα""

Γ. ""Ηγετικότητα""

Δ. ""Καινοτομία""",Καινοτομία,Δ
1Γ-2025-20250621-5-24,Η «Ευελιξία και ανθεκτικότητα του/της υπαλλήλου στις αλλαγές» σε ποια δεξιότητα του Ενιαίου Πλαισίου Δεξιοτήτων συμπεριλαμβάνεται;,"Α. ""Προσανατολισμός στο αποτέλεσμα""

Β. ""Ομαδικότητα""

Γ. ""Προσαρμοστικότητα""

Δ. ""Ηγετικότητα""",Προσαρμοστικότητα,Γ
1Γ-2025-20250621-5-25,"Ποια από τις παρακάτω προτάσεις ΔΕΝ συμπεριλαμβάνεται στη δεξιότητα «Επίλυση προβλημάτων και δημιουργικότητα», σύμφωνα με το Ενιαίο Πλαίσιο Δεξιοτήτων;","Α. ""Η εφαρμογή της διαδικασίας μάθησης και της διάθεσης για προσωπική και επαγγελματική ανάπτυξη για τη βελτίωση της απόδοσης σε ατομικό και ομαδικό επίπεδο, σε νέες καταστάσεις στην εργασία""

Β. ""Η αυξημένη ικανότητα αναγνώρισης και επίλυσης των ζητημάτων, που προκύπτουν στην εργασία""

Γ. ""Η προσπάθεια προσέγγισης με πρωτότυπο και καινοτόμο τρόπο των εργασιών και δραστηριοτήτων, για τις οποίες δεν υπάρχει έτοιμη ή προκαθορισμένη λύση""

Δ. ""Η ικανότητα ανάπτυξης και εφαρμογής πρωτότυπων και νέων ιδεών, καθώς και καινοτόμων λύσεων, οι οποίες μπορεί να βελτιώσουν την υπάρχουσα κατάσταση ή να επιλύσουν το πρόβλημα""","Η εφαρμογή της διαδικασίας μάθησης και της διάθεσης για προσωπική και επαγγελματική ανάπτυξη για τη βελτίωση της απόδοσης σε ατομικό και ομαδικό επίπεδο, σε νέες καταστάσεις στην εργασία",Α
1Γ-2025-20250621-5-26,Η διαδικασία αξιολόγησης Προϊσταμένων πραγματοποιείται:,"Α. ""Κατά τη διάρκεια του επόμενου έτους σε τρία (3) διαδοχικά στάδια με υποχρεωτικό χαρακτήρα για τον/την αξιολογητή/τρια και τον/την αξιολογούμενο/η""

Β. ""Κατά τη διάρκεια του έτους αναφοράς σε δύο (2) στάδια με υποχρεωτικό χαρακτήρα για τον/την αξιολογητή/τρια και τον/την αξιολογούμενο/η""

Γ. ""Κατά τη διάρκεια του επόμενου έτους σε δύο (2) διαδοχικά στάδια με υποχρεωτικό χαρακτήρα για τον/την αξιολογητή/τρια και τον/την αξιολογούμενο/η""

Δ. ""Κατά τη διάρκεια του έτους αναφοράς σε τρία (3) διαδοχικά στάδια με υποχρεωτικό χαρακτήρα για τον/την αξιολογητή/τρια και τον/την αξιολογούμενο/η""",Κατά τη διάρκεια του έτους αναφοράς σε τρία (3) διαδοχικά στάδια με υποχρεωτικό χαρακτήρα για τον/την αξιολογητή/τρια και τον/την αξιολογούμενο/η,Δ
1Γ-2025-20250621-5-27,Σύμφωνα με τον ν. 4940/2022 ποια είναι η μεγαλύτερη χρονική διάρκεια της περιόδου αξιολόγησης των δημοσίων υπαλλήλων;,"Α. ""Έξι (6) μήνες""

Β. ""Ένα (1) έτος""

Γ. ""Δύο (2) έτη""

Δ. ""Εξαρτάται από την κρίση του/της Προϊσταμένου/ης""",Ένα (1) έτος,Β
1Γ-2025-20250621-5-28,"Σύμφωνα με τον ν. 4940/2022, ποιος/α ορίζεται ως αξιολογητής/τρια των υπαλλήλων σε γραφείο μέλους της Κυβέρνησης;","Α. ""Ο/Η Υπηρεσιακός/η Γραμματέας του Υπουργείου""

Β. ""Ο/Η Διευθυντής/τρια του οικείου Γραφείου, εφόσον έχει οριστεί""

Γ. ""Ο/Η Προϊστάμενος/η της υπηρεσίας από την οποία αποσπάστηκαν""

Δ. ""Το μέλος της Κυβέρνησης""","Ο/Η Διευθυντής/τρια του οικείου Γραφείου, εφόσον έχει οριστεί",Β
1Γ-2025-20250621-5-29,Το Σχέδιο Ανάπτυξης του ν. 4940/2022 αφορά:,"Α. ""Τους/τις υπαλλήλους και τους/τις Προϊσταμένους/ες όλων των ιεραρχικών επιπέδων""

Β. ""Τους/τις υπαλλήλους που δεν έχουν θέση ευθύνης""

Γ. ""Τους/τις υπαλλήλους και τους/τις Προϊσταμένους/ες Τμήματος""

Δ. ""Τους/τις υπαλλήλους και τους/τις Προϊσταμένους/ες Τμήματος και Διεύθυνσης""",Τους/τις υπαλλήλους και τους/τις Προϊσταμένους/ες όλων των ιεραρχικών επιπέδων,Α
1Γ-2025-20250621-5-30,"Σύμφωνα με τον ν. 4940/2022, σε ποια περίπτωση ο/η αξιολογητής/τρια ΔΕΝ συντάσσει Σχέδιο Ανάπτυξης για τον/την αξιολογούμενο/η υπάλληλο;","Α. ""Όταν ο/η υπάλληλος έχει συμπληρώσει περισσότερα από τριάντα (30) έτη υπηρεσίας""

Β. ""Όταν το επίπεδο δεξιοτήτων του/της υπαλλήλου καθιστά εξαιρετικά δυσχερή την ανάληψη βελτιωτικών και αναπτυξιακών πρωτοβουλιών""

Γ. ""Όταν ο/η υπάλληλος δεν συμμετέπει σε τουλάχιστον δύο (2) προγραμματισμένες συναντήσεις αξιολόγησης μέσα στο έτος""

Δ. ""Όταν ο/η υπάλληλος το ζητήσει εγγράφως για προσωπικούς λόγους""",Όταν το επίπεδο δεξιοτήτων του/της υπαλλήλου καθιστά εξαιρετικά δυσχερή την ανάληψη βελτιωτικών και αναπτυξιακών πρωτοβουλιών,Β
1Γ-2025-20250621-5-31,Η Επιτροπή Εποπτείας Αξιολόγησης δημοσίων υπαλλήλων ΔΕΝ είναι αρμόδια για:,"Α. ""Την εξέταση των ενστάσεων των αξιολογούμενων""

Β. ""Τον έλεγχο και την έγκριση των εκθέσεων αξιολόγησης υπαλλήλων υψηλής απόδοσης""

Γ. ""Την εξέταση των εισηγήσεων των καθ΄ ύλην αρμόδιων μονάδων της Γενικής Γραμματείας Ανθρώπινου Δυναμικού Δημοσίου Τομέα""

Δ. ""Τον καθορισμό του Σχεδίου Ανάπτυξης των υπό αξιολόγηση υπαλλήλων""",Τον καθορισμό του Σχεδίου Ανάπτυξης των υπό αξιολόγηση υπαλλήλων,Δ
1Γ-2025-20250621-5-32,"Σύμφωνα με τον ν. 4940/2022, αρμοδιότητα του/της Συμβούλου Ανάπτυξης Ανθρώπινου Δυναμικού ΔΕΝ αποτελεί:","Α. ""Η παροχή συμβουλών και υποστήριξης στους/στις υπαλλήλους για την ανάπτυξη των δεξιοτήτων τους""

Β. ""Η συμμετοχή στη διαδικασία αξιολόγησης των υπαλλήλων ως αξιολογητής/τρια""

Γ. ""Η υποστήριξη της αρμόδιας μονάδας ανθρώπινου δυναμικού για την εφαρμογή του συστήματος αξιολόγησης""

Δ. ""Η συλλογή στοιχείων για θέματα ανθρώπινου δυναμικού που σχετίζονται με το σύστημα αξιολόγησης""",Η συμμετοχή στη διαδικασία αξιολόγησης των υπαλλήλων ως αξιολογητής/τρια,Β
1Γ-2025-20250621-5-33,Ποιος/α ορίζεται αρμόδιος/α για τον συντονισμό των Συμβούλων Ανάπτυξης Ανθρώπινου Δυναμικού;,"Α. ""Η Γενική Γραμματεία Ανθρώπινου Δυναμικού Δημόσιου Τομέα""

Β. ""Ο/Η Υπουργός Εσωτερικών""

Γ. ""Το Ανώτατο Συμβούλιο Επιλογής Προσωπικού (Α.Σ.Ε.Π.)""

Δ. ""Το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)""",Η Γενική Γραμματεία Ανθρώπινου Δυναμικού Δημοσίου Τομέα,Α
1Γ-2025-20250621-5-34,"Σύμφωνα με τον ν. 4940/2022 ο οποίος αφορά στη στοχοθεσία των οργανικών μονάδων του δημοσίου τομέα, ποια από τις παρακάτω ΔΕΝ αποτελεί κατηγορία στόχων οργανικής μονάδας:","Α. ""Οι παρεχόμενες υπηρεσίες της οργανικής μονάδας""

Β. ""Η εσωτερική οργάνωση και λειτουργία της οργανικής μονάδας""

Γ. ""Οι γνώσεις, δεξιότητες και ικανότητες των υπαλλήλων της οργανικής μονάδας""

Δ. ""Η ικανοποίηση των υπαλλήλων από τη θέση εργασίας""",Η ικανοποίηση των υπαλλήλων από τη θέση εργασίας,Δ
1Γ-2025-20250621-5-35,Με τον ν. 5149/2024 συστήνεται η Επιτροπή Κινήτρων και Ανταμοιβής για:,"Α. ""Τον συντονισμό της εφαρμογής του συστήματος κινήτρων και ανταμοιβής""

Β. ""Την κατανομή των μισθολογικών αυξήσεων στους/στις δημοσίους υπαλλήλους""

Γ. ""Τον ορισμό του ανώτατου ορίου ετήσιας ανταμοιβής που μπορεί να καταβληθεί στους/στις δημοσίους υπαλλήλους""

Δ. ""Τον ορισμό των δικαιούχων φορέων της ετήσιας ανταμοιβής""",Τον συντονισμό της εφαρμογής του συστήματος κινήτρων και ανταμοιβής,Α
1Γ-2025-20250621-5-36,Αρμόδιο για την επιλογή Προϊσταμένων Γενικών Διευθύνσεων των Υπουργείων είναι:,"Α. ""Το Ανώτατο Συμβούλιο Επιλογής Προσωπικού (Α.Σ.Ε.Π.)""

Β. ""Το Ειδικό Συμβούλιο Επιλογής Προϊσταμένων (ΕΙ.Σ.Ε.Π.)""

Γ. ""Το Συμβούλιο Επιλογής Προϊσταμένων (Σ.Ε.Π.)""

Δ. ""Καμία από τις λοιπές απαντήσεις""",Το Ειδικό Συμβούλιο Επιλογής Προϊσταμένων (ΕΙ.Σ.Ε.Π.),Β
1Γ-2025-20250621-5-37,Από το Ειδικό Συμβούλιο Επιλογής Προϊσταμένων (ΕΙ.Σ.Ε.Π.) επιλέγονται οι Προϊστάμενοι/ες:,"Α. ""Γενικών Διευθύνσεων των υπουργείων""

Β. ""Οργανικών μονάδων των υπουργείων και οι Συντονίστριες/ιστές Αποκεντρωμένων Διοικήσεων""

Γ. ""Γενικών Διευθύνσεων των υπουργείων και οι Υπηρεσιακές/οί Γραμματείς""

Δ. ""Οργανικών μονάδων των υπουργείων""",Γενικών Διευθύνσεων των υπουργείων,Α
1Γ-2025-20250621-5-38,"Σύμφωνα με τον Κώδικα Ηθικής και Επαγγελματικής Συμπεριφοράς Υπαλλήλων του Δημόσιου Τομέα, οι αξίες που συμβάλλουν στην προώθηση της ακεραιότητας στο δημόσιο τομέα είναι:","Α. ""Διαφάνεια, λογοδοσία, ευγένεια, αποφυγή διακρίσεων και δικαιοσύνη""

Β. ""Αντικειμενικότητα, αποφυγή διακρίσεων, εμπιστευτικότητα και ευγένεια""

Γ. ""Αμεροληψία, ευγένεια, ακεραιότητα, εμπιστευτικότητα και δικαιοσύνη""

Δ. ""Λογοδοσία, αμεροληψία, αντικειμενικότητα, εμπιστευτικότητα και διαφάνεια""","Λογοδοσία, αμεροληψία, αντικειμενικότητα, εμπιστευτικότητα και διαφάνεια",Δ
1Γ-2025-20250621-5-39,Ο Οδηγός Ορθής Διοικητικής Συμπεριφοράς :,"Α. ""Προσδιορίζει το κλίμα που πρέπει να επικρατεί στη δημόσια υπηρεσία και διατυπώνει σαφείς κανόνες συμπεριφοράς για τους/τις δημόσιους/ες υπαλλήλους""

Β. ""Είναι αποτέλεσμα συνεργασίας του Υπουργείου Εσωτερικών και της Εθνικής Αρχής Διαφάνειας κατόπιν διαβούλευσης με τον Συνήγορο του Πολίτη""

Γ. ""Είναι αποτέλεσμα συνεργασίας του Υπουργείου Εσωτερικών, του Ανώτατου Συμβουλίου Επιλογής Προσωπικού (Α.Σ.Ε.Π.) και της Εθνικής Αρχής Διαφάνειας""

Δ. ""Δεν υπάρχει Οδηγός Ορθής Διοικητικής Συμπεριφοράς""",Προσδιορίζει το κλίμα που πρέπει να επικρατεί στη δημόσια υπηρεσία και διατυπώνει σαφείς κανόνες συμπεριφοράς για τους/τις δημόσιους/ες υπαλλήλους,Α
1Γ-2025-20250621-5-40,"Σύμφωνα με τον ν. 5013/2023, Συντονιστής του Εθνικού Συστάματος Πολυεπίπεδης Διακυβέρνησης είναι:","Α. ""Ο/Η Πρωθυπουργός""

Β. ""Ο/Η Υπουργός Εσωτερικών""

Γ. ""Ο/Η Γενικός/η Γραμματέας Ανθρώπινου Δυναμικού Δημόσιου Τομέα του Υπουργείου Εσωτερικών""

Δ. ""Ο/Η Πρόεδρος του Εθνικού Συμβουλίου Πολυεπίπεδης Διακυβέρνησης""",Ο/Η Υπουργός Εσωτερικών,Β
1Γ-2025-20250621-5-41,Τα όργανα διαχείρισης κινδύνων ΔΕΝ:,"Α. ""Εισηγούνται την πολιτική διαχείρισης κινδύνων στον/στην επικεφαλής του φορέα""

Β. ""Αναπτύσσουν, παρακολουθούν και επικαιροποιούν το πλαίσιο διαχείρισης κινδύνων του φορέα""

Γ. ""Ενημερώνουν και καθοδηγούν το προσωπικό του φορέα σχετικά με τον τρόπο εντοπισμού και αντιμετώπισης των κινδύνων""

Δ. ""Υποβάλλουν μηνιαία έκθεση προς τον/την επικεφαλής του φορέα την οποία κοινοποιούν στην Εθνική Αρχή Διαφάνειας""",Υποβάλλουν μηνιαία έκθεση προς τον/την επικεφαλής του φορέα την οποία κοινοποιούν στην Εθνική Αρχή Διαφάνειας,Δ
1Γ-2025-20250621-6-1,Τι είναι η RAM;,"Α. ""Μνήμη Τυχαίας Προσπέλασης""

Β. ""Μόνιμη Αποθήκευση""

Γ. ""Επεξεργαστής Γραφικών""

Δ. ""Μονάδα Εξόδου""",Μνήμη Τυχαίας Προσπέλασης,Α
1Γ-2025-20250621-6-2,Ποιο χαρακτηριστικό διαχωρίζει τη μνήμη RAM από τον σκληρό δίσκο (HDD);,"Α. ""Η RAM αποθηκεύει δεδομένα μόνιμα, ενώ ο HDD προσωρινά""

Β. ""Η RAM χάνει τα δεδομένα όταν ο υπολογιστής κλείνει""

Γ. ""Η RAM έχει μεγαλύτερη χωρητικότητα από τον HDD""

Δ. ""Η RAM χρησιμοποιείται μόνο για αποθήκευση εικόνων""",Η RAM χάνει τα δεδομένα όταν ο υπολογιστής κλείνει,Β
1Γ-2025-20250621-6-3,Ποιο από τα παρακάτω δεν αποτελεί μέρος μιας σύγχρονης CPU;,"Α. ""Μητρική πλακέτα""

Β. ""Κρυφή μνήμη (Cache)""

Γ. ""Πυρήνες επεξεργασίας (Cores)""

Δ. ""Μονάδα κινητής υποδιαστολής (FPU)""",Μητρική πλακέτα,Α
1Γ-2025-20250621-6-4,Ποιο από τα παρακάτω αποτελεί πλεονέκτημα της αποθήκευσης στο Cloud;,"Α. ""Πρόσβαση στα δεδομένα από οποιαδήποτε συσκευή με σύνδεση στο διαδίκτυο""

Β. ""Μηδενική κατανάλωση ενέργειας από τον/την χρήστη/τρια""

Γ. ""Εγγυημένη προστασία από κάθε απώλεια δεδομένων""

Δ. ""Αποθήκευση μόνο για εφαρμογές γραφείου""",Πρόσβαση στα δεδομένα από οποιαδήποτε συσκευή με σύνδεση στο διαδίκτυο,Α
1Γ-2025-20250621-6-5,Ποια είναι η κύρια χρήση της μνήμης ROM σε έναν υπολογιστή;,"Α. ""Εκτέλεση εφαρμογών""

Β. ""Αποθήκευση του λειτουργικού συστήματος""

Γ. ""Διατήρηση βασικών εντολών για την εκκίνηση του υπολογιστή""

Δ. ""Δυναμική διαχείριση δεδομένων κατά την εκτέλεση προγραμμάτων""",Διατήρηση βασικών εντολών για την εκκίνηση του υπολογιστή,Γ
1Γ-2025-20250621-6-6,"Τι είναι ένας ""thin client"";","Α. ""Ένας ελαφρύς φορητός υπολογιστής""

Β. ""Ένας υπολογιστής που βασίζεται σε έναν κεντρικό server για την επεξεργασία δεδομένων""

Γ. ""Ένα πρόγραμμα επεξεργασίας κειμένου""

Δ. ""Μια νέα γενιά καρτών γραφικών""",Ένας υπολογιστής που βασίζεται σε έναν κεντρικό server για την επεξεργασία δεδομένων,Β
1Γ-2025-20250621-6-7,Ποια από τις παρακάτω τεχνολογίες χρησιμοποιείται για την επικοινωνία μεταξύ CPU και GPU;,"Α. ""USB 3.0""

Β. ""SATA III""

Γ. ""PCI Express (PCIe)""

Δ. ""Bluetooth""",PCI Express (PCIe),Γ
1Γ-2025-20250621-6-8,Ποια είναι η κύρια λειτουργία του BIOS ή UEFI σε έναν υπολογιστή;,"Α. ""Ελέγχει και διαχειρίζεται τη διαδικασία εκκίνησης του συστήματος""

Β. ""Παρέχει αποθηκευτικό χώρο για τον/την χρήστη/στρια""

Γ. ""Αυξάνει την ταχύτητα του επεξεργαστή""

Δ. ""Επιταχύνει τη λειτουργία της RAM""",Ελέγχει και διαχειρίζεται τη διαδικασία εκκίνησης του συστήματος,Α
1Γ-2025-20250621-6-9,Ποιο από τα παρακάτω ΔΕΝ είναι πρόγραμμα περιήγησης στο διαδίκτυο;,"Α. ""ozilla Firefox""

Β. ""Google Chrome""

Γ. ""Microsoft Edge""

Δ. ""Adobe Acrobat""",Adobe Acrobat,Δ
1Γ-2025-20250621-6-10,Ποιο από τα παρακάτω ΔΕΝ είναι web browser:,"Α. ""Firefox""

Β. ""Safari""

Γ. ""Word""

Δ. ""Opera""",Word,Γ
1Γ-2025-20250621-6-11,Ποιο λειτουργικό σύστημα είναι πιο δημοφιλές σε διακομιστές (servers);,"Α. ""Windows""

Β. ""MacOS""

Γ. ""Linux""

Δ. ""Android""",Linux,Γ
1Γ-2025-20250621-6-12,"Σύμφωνα με τη νομοθεσία για ψηφιακή διακυβέρνηση, η νομική ισχύς ηλεκτρονικών υπογραφών:","Α. ""Δεν αναγνωρίζεται από το δημόσιο""

Β. ""Ισχύει μόνο για συμβάσεις με το κράτος""

Γ. ""Είναι ισοδύναμη με την ιδιόχειρη υπογραφή""

Δ. ""Είναι περιορισμένη σε εμπορικές συναλλαγές""",Είναι ισοδύναμη με την ιδιόχειρη υπογραφή,Γ
1Γ-2025-20250621-6-13,"Τα πρωτότυπα ηλεκτρονικά δημόσια έγγραφα, τα ηλεκτρονικά πιστοποιητικά και οι ηλεκτρονικές βεβαιώσεις:","Α. ""Έχουν την ίδια νομική και αποδεικτική ισχύ με τα δημόσια έγγραφα που φέρουν ιδιόχειρη υπογραφή και σφραγίδα""

Β. ""Έχουν μικρότερη νομική και αποδεικτική ισχύ σε σχέση με τα δημόσια έγγραφα που φέρουν ιδιόχειρη υπογραφή και σφραγίδα""

Γ. ""Εκδίδονται μόνο εφ' όσον δεν είναι εφικτή η έκδοση δημοσίων εγγράφων που φέρουν ιδιόχειρη υπογραφή και σφραγίδα""

Δ. ""Διακινούνται μόνο ηλεκτρονικά""",Έχουν την ίδια νομική και αποδεικτική ισχύ με τα δημόσια έγγραφα που φέρουν ιδιόχειρη υπογραφή και σφραγίδα,Α
1Γ-2025-20250621-6-14,Η νομοθεσία για τη ψηφιακή διακυβέρνηση περιγράφει τις θυρίδες στην Ενιαία Ψηφιακή Πύλη ως:,"Α. ""Προσωπικούς λογαριασμούς για την αρχειοθέτηση εγγράφων πολιτών""

Β. ""Σύστημα διανομής ψηφιακών πληρωμών""

Γ. ""Μέθοδο για την επεξεργασία αιτήσεων δημοσίων υπαλλήλων""

Δ. ""Αποκλειστική πλατφόρμα για εμπορικές συναλλαγές""",Προσωπικούς λογαριασμούς για την αρχειοθέτηση εγγράφων πολιτών,Α
1Γ-2025-20250621-6-15,Στη Γενική Γραμματεία Πληροφοριακών Συστημάτων & Ψηφιακής Διακυβέρνησης (Γ.Γ.Π.Σ. & Ψ.Δ.) τηρείται Μητρώο Διαλειτουργικότητας με σκοπό τη διαρκή καταγραφή και αποτύπωση των:,"Α. ""Μητρώων πολιτών και επιχειρήσεων""

Β. ""Υπηρεσιών κυβερνητικού νέφους δημόσιου τομέα (G-Cloud)""

Γ. ""Διαδικτυακών υπηρεσιών (web services) φορέων του δημοσίου τομέα""

Δ. ""Ψηφιακών ή φυσικών διοικητικών διαδικασιών των φορέων του δημόσιου τομέα""",Διαδικτυακών υπηρεσιών (web services) φορέων του δημοσίου τομέα,Γ
1Γ-2025-20250621-6-16,"Η διαλειτουργικότητα ενός Πληροφοριακού Συστήματος (ΠΣ) μέσω της οποίας επιτυγχάνεται η διασύνδεση συστημάτων και η ανταλλαγή δεδομένων, μπορεί να αναφέρεται μεταξύ:","Α. ""του Πληροφοριακού Συστήματος (ΠΣ) και άλλων συστημάτων λογισμικού του οργανισμού""

Β. ""Υποσυστημάτων του Πληροφοριακού Συστήματος (ΠΣ)""

Γ. ""του Πληροφοριακού Συστήματος (ΠΣ) και άλλων τρίτων Πληροφοριακών Συστημάτων πιθανώς διαφορετικής πλατφόρμας υλοποίησης""

Δ. ""Όλες οι λοιπές απαντήσεις""",Όλες οι λοιπές απαντήσεις,Δ
1Γ-2025-20250621-6-17,Ποια είναι η διαφορά μεταξύ frontend και backend ανάπτυξης;,"Α. ""Η frontend ανάπτυξη αφορά την εμφάνιση της εφαρμογής, ενώ η backend αφορά τη λογική της""

Β. ""Η backend ανάπτυξη αφορά την εμφάνιση της εφαρμογής, ενώ η frontend αφορά τη λογική της""

Γ. ""Η frontend ανάπτυξη αφορά μόνο κινητές εφαρμογές""

Δ. ""Η backend ανάπτυξη αφορά μόνο ιστοσελίδες""","Η frontend ανάπτυξη αφορά την εμφάνιση της εφαρμογής, ενώ η backend αφορά τη λογική της",Α
1Γ-2025-20250621-6-18,Τι είναι το framework λογισμικού;,"Α. ""Ένα πακέτο λογισμικού που παρέχει βασική δομή για ανάπτυξη εφαρμογών""

Β. ""Υλικό του υπολογιστή""

Γ. ""Ένα λειτουργικό σύστημα""

Δ. ""Ένα εργαλείο για σχεδιασμό ιστοσελίδων""",Ένα πακέτο λογισμικού που παρέχει βασική δομή για ανάπτυξη εφαρμογών,Α
1Γ-2025-20250621-6-19,Ποια από τα παρακάτω είναι «μεταβλητή» σε έναν υπολογιστή;,"Α. ""Ένα μαθηματικό σύμβολο""

Β. ""Ένα αποθηκευτικό μέσο στον υπολογιστή""

Γ. ""Μια θέση στη μνήμη που αποθηκεύει μια τιμή""

Δ. ""Ένας τύπος συνάρτησης""",Μια θέση στη μνήμη που αποθηκεύει μια τιμή,Γ
1Γ-2025-20250621-6-20,Ποια γλώσσα χρησιμοποιείται για τη δημιουργία δυναμικών ιστοσελίδων στην πλευρά του διακομιστή (server-side);,"Α. ""HTML""

Β. ""CSS""

Γ. ""PHP""

Δ. ""XML""",PHP,Γ
1Γ-2025-20250621-6-21,Ποιο από τα παρακάτω είναι παράδειγμα IDE (Integrated Development Environment);,"Α. ""Windows""

Β. ""Visual Studio""

Γ. ""Microsoft Word""

Δ. ""Google Chrome""",Visual Studio,Β
1Γ-2025-20250621-6-22,Ποια είναι η διαφορά ανάμεσα σε έναν μεταγλωττιστή (compiler) και σε έναν διερμηνευτή (interpreter);,"Α. ""Ο compiler μεταφράζει τον κώδικα γραμμή προς γραμμή, ενώ ο interpreter μεταφράζει όλο τον κώδικα ταυτόχρονα""

Β. ""O interpreter μεταφράζει τον κώδικα γραμμή προς γραμμή, ενώ ο compiler μεταφράζει όλο τον κώδικα ταυτόχρονα""

Γ. ""Ο compiler χρησιμοποιείται μόνο για web εφαρμογές""

Δ. ""Ο interpreter χρησιμοποιείται μόνο για mobile εφαρμογές""","Ο interpreter μεταφράζει τον κώδικα γραμμή προς γραμμή, ενώ ο compiler μεταφράζει όλο τον κώδικα ταυτόχρονα",Β
1Γ-2025-20250621-6-23,Ποια γλώσσα προγραμματισμού χρησιμοποιείται κυρίως για web development;,"Α. ""JavaScript""

Β. ""Microsoft Excel""

Γ. ""Adobe Photoshop""

Δ. ""Windows Media Player""",JavaScript,Α
1Γ-2025-20250621-6-24,Τι είναι η SQL;,"Α. ""Γλώσσα ερωτημάτων βάσεων δεδομένων""

Β. ""Τύπος υπολογιστή""

Γ. ""Λειτουργικό σύστημα""

Δ. ""Πρόγραμμα επεξεργασίας γραφικών""",Γλώσσα ερωτημάτων βάσεων δεδομένων,Α
1Γ-2025-20250621-6-25,Τι είναι το ERP;,"Α. ""Σύστημα Διαχείρισης Επιχειρησιακών Πόρων""

Β. ""Σύστημα Ηλεκτρονικού Ταχυδρομείου""

Γ. ""Πρόγραμμα Επεξεργασίας Εικόνας""

Δ. ""Βάση Δεδομένων""",Σύστημα Διαχείρισης Επιχειρησιακών Πόρων,Α
1Γ-2025-20250621-6-26,Ποια είναι η βασική λειτουργία ενός συστήματος MIS;,"Α. ""Υποστήριξη λήψης αποφάσεων""

Β. ""Αναπαραγωγή πολυμέσων""

Γ. ""Επεξεργασία κειμένου""

Δ. ""Περιήγηση στο διαδίκτυο""",Υποστήριξη λήψης αποφάσεων,Α
1Γ-2025-20250621-6-27,Τι είναι το primary key;,"Α. ""Μοναδικό αναγνωριστικό εγγραφής""

Β. ""Τύπος λειτουργικού συστήματος""

Γ. ""Πρόγραμμα περιήγησης""

Δ. ""Συσκευή εισόδου""",Μοναδικό αναγνωριστικό εγγραφής,Α
1Γ-2025-20250621-6-28,Σύμφωνα με τις διατάξεις του νόμου 4727/2020 τα δεδομένα υψηλής αξίας σύμφωνα με την Οδηγία (ΕΕ) 2019/1024:,"Α. ""Διατίθενται μόνο σε έντυπη μορφή και δεν είναι προσβάσιμα μέσω διαδικτυακών πλατφορμών""

Β. ""Καθίστανται διαθέσιμα για περαιτέρω χρήση σε μηχαναγνώσιμη μορφή, μέσω κατάλληλων διεπαφών προγραμματισμού εφαρμογών (APIS) και, κατά περίπτωση, ως μαζική τηλεφόρτωση""

Γ. ""Είναι διαθέσιμα μόνο σε περιορισμένο αριθμό χρηστών/χρηστριών και όχι στο ευρύ κοινό""

Δ. ""Δημοσιεύονται μόνο σε μορφή που δεν είναι συμβατή με τα περισσότερα προγράμματα λογισμικού""","Καθίστανται διαθέσιμα για περαιτέρω χρήση σε μηχαναγνώσιμη μορφή, μέσω κατάλληλων διεπαφών προγραμματισμού εφαρμογών (APIs) και, κατά περίπτωση, ως μαζική τηλεφόρτωση",Β
1Γ-2025-20250621-6-29,Ποια χαρακτηριστικά διακρίνουν τα μεγάλα δεδομένα (Big Data);,"Α. ""Όγκος (Volume), Ταχύτητα (Velocity), Ποικιλία (Variety)""

Β. ""Ασφάλεια (Security), Αποθήκευση (Storage), Απόδοση (Performance)""

Γ. ""Ευκολία χρήσης (Usability), Ακεραιότητα (Integrity), Δικτύωση (Networking)""

Δ. ""Διαθεσιμότητα (Availability), Ποιότητα (Quality), Μηχανική Μάθηση (Machine Learning)""","Όγκος (Volume), Ταχύτητα (Velocity), Ποικιλία (Variety)",Α
1Γ-2025-20250621-6-30,"Τι είναι ένας “κύβος δεδομένων"" (data cube) στα συστήματα Σύγχρονης Αναλυτικής Επεξεργασίας Δεδομένων (Online Analytical Processing - OLAP);","Α. ""Μια μέθοδος αποθήκευσης μη δομημένων δεδομένων σε βάσεις δεδομένων""

Β. ""Ένας πολυδιάστατος πίνακας δεδομένων που χρησιμοποιείται για ανάλυση""

Γ. ""Ένα εργαλείο οπτικοποίησης για συναλλακτικά συστήματα""

Δ. ""Ένα εξάρτημα υλικού που χρησιμοποιείται για την επεξεργασία OLAP ερωτημάτων""",Ένας πολυδιάστατος πίνακας δεδομένων που χρησιμοποιείται για ανάλυση,Β
