id,question,answers,best_answer,best_answer_index
198,"Αν σουτάρω σε γήπεδο με χορτάρι που είναι βρεγμένο, η μπάλα","Α. ""θα κυλήσει τόσο μακριά όσο αν σούταρα σε στεγνό χορτάρι και με την ίδια δύναμη λόγω της χαμηλής τριβής.""

Β. ""θα κυλήσει πιο μακριά από όσο αν σούταρα σε στεγνό χορτάρι και με την ίδια δύναμη λόγω της χαμηλής τριβής.""",θα κυλήσει πιο μακριά από όσο αν σούταρα σε στεγνό χορτάρι και με την ίδια δύναμη λόγω της χαμηλής τριβής.,Β
199,"Κατά την εκτέλεση ενός σουτ με άνεμο από αριστερά προς δεξιά, σε ποια κατεύθυνση της ποδοσφαιρικής εστίας πρέπει να σημαδέψεις;","Α. ""Στην αριστερή, δηλαδή αντίθετα από την κατεύθυνση του ανέμου για να μπει γκολ.""

Β. ""Στη δεξιά, δηλαδή αντίθετα από την κατεύθυνση του ανέμου για να μπει γκολ.""","Στην αριστερή, δηλαδή αντίθετα από την κατεύθυνση του ανέμου για να μπει γκολ.",Α
200,Η αντίσταση του νερού στην κολύμβηση,"Α. ""μειώνεται όταν το κεφάλι είναι ευθυγραμμισμένο με τον κορμό.""

Β. ""μειώνεται όταν το κεφάλι είναι ευθυγραμμισμένο με τον κορμό.""",μειώνεται όταν το κεφάλι είναι ευθυγραμμισμένο με τον κορμό.,Α
201,"Μπορείς να μειώσεις τη δύναμη μιας δυνατής μπαλιάς όταν παίζεις μήλα,","Α. ""αν πιάνοντάς την τραβήξεις τα χέρια προς τα πίσω.""

Β. ""αν πιάνοντάς την κρατήσεις τα χέρια σταθερά μπροστά.""",αν πιάνοντάς την τραβήξεις τα χέρια προς τα πίσω.,Α
202,Τι κάνει ένας καραγκιοζοπαίχτης στο παραδοσιακό ελληνικό θέατρο σκιών;,"Α. ""Κινεί τις φιγούρες, κάνει τις φωνές, επιλέγει τη μουσική και τα ηχητικά εφέ.""

Β. ""Κατασκευάζει και κινεί τις φιγούρες, κάνει τις φωνές, επιλέγει τη μουσική και τα ηχητικά εφέ.""","Κινεί τις φιγούρες, κάνει τις φωνές, επιλέγει τη μουσική και τα ηχητικά εφέ.",Α
203,Ο μπερντές του ελληνικού θεάτρου σκιών είναι φτιαγμένος,"Α. ""από μουσαμά.""

Β. ""από πανί.""",από πανί.,Β
204,"Στο ελληνικό θέατρο σκιών, οι φιγούρες που εμφανίζονται","Α. ""στέκονται στον αέρα.""

Β. ""στέκονται πάνω σε ράμπα.""",στέκονται πάνω σε ράμπα.,Β
205,Οι φιγούρες στο ελληνικό θέατρο σκιών κατασκευάζονται,"Α. ""από χαρτόνι, δέρμα ή διαφανές πλαστικό.""

Β. ""από χαρτόνι, δέρμα ή πηλό.""","από χαρτόνι, δέρμα ή διαφανές πλαστικό.",Α
206,"Από τι υλικό είναι η σούστα, που κινεί τη φιγούρα στο ελληνικό θέατρο σκιών;","Α. ""Από ξύλο.""

Β. ""Από μέταλλο.""",Από μέταλλο.,Β
207,Ο Σταύρακας στο ελληνικό θέατρο σκιών κρατάει συνήθως,"Α. ""έναν μπαγλαμά.""

Β. ""ένα κομπολόι.""",ένα κομπολόι.,Β
208,"Εκτός από τον Καραγκιόζη, ποιος άλλος χαρακτήρας του ελληνικού θεάτρου σκιών έχει μακρύ χέρι;","Α. ""Ο Χατζηαβάτης.""

Β. ""Ο Σταύρακας.""",Ο Σταύρακας.,Β
